,Condition,State,City,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER,Price_MXN
MLM772168771,used,Jalisco,Tepatitlán de Morelos,Usado,,,,Delantera,nan,1372.0,Suzuki,4.0,nan,Gasolina,18500.0,Ciaz,Manual,1.4 Gls Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179000.0
MLM771645760,used,Distrito Federal,Gustavo A. Madero,,,,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,80000.0
MLM770841379,used,Guerrero,Acapulco,Usado,,,,Delantera,nan,2480.0,Volkswagen,4.0,nan,Gasolina,68772.0,Jetta,Automática,2.5 Sportline Tiptronic At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM799736135,used,Distrito Federal,Alvaro Obregón,Usado,,,,nan,nan,,Packard,2.0,nan,Gasolina,10.0,Limousin,Manual,limuosin,1909.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,180000.0
MLM757247616,new,Estado De México,Atizapán De Zaragoza,Nuevo,,,,nan,nan,,Ford,4.0,nan,Híbrido,0.0,Escape,Automática,SE SPORT HEV,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,698400.0
MLM802011701,used,Jalisco,Tepatitlán de Morelos,Usado,,,,Delantera,nan,2300.0,Ford,4.0,nan,Gasolina,99000.0,Fusion,Automática,Se L4 At,2009.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,86000.0
MLM772349035,used,Jalisco,Zapopan,Usado,,,,Trasera,nan,2000.0,BMW,4.0,nan,Gasolina,111000.0,Serie 5,Automática,2.0 528ia Luxury Line At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,369000.0
MLM796803085,used,Guanajuato,Celaya,Usado,3827.0,5.0,106.0,Delantera,Sí,1598.0,Nissan,5.0,1.6,Gasolina,19000.0,March,Manual,1.6 Sense Mt,2018.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,156000.0
MLM804208651,used,Querétaro,San Juan Del Río,Usado,,,,nan,nan,,Isuzu,nan,nan,nan,12345.0,ELF 500,Manual,nan,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,14700.0
MLM787138064,used,Morelos,Cuernavaca,Usado,,,,Delantera,nan,1197.0,Volkswagen,5.0,nan,Gasolina,25164.0,Polo,Automática,1.2 Sportline Tiptronic At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,193000.0
MLM773669096,used,Jalisco,Guadalajara,Usado,4575.0,5.0,,4x4,Sí,2400.0,Honda,5.0,2.4,Gasolina,59000.0,CR-V,Manual,2.4 Exl Mt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,245000.0
MLM797958283,used,Nuevo León,Monterrey,Usado,,,,Trasera,nan,2000.0,BMW,4.0,nan,Gasolina,82000.0,Serie 3,Automática,2.0 328ia M Sport At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,285000.0
MLM793034740,used,Jalisco,Guadalajara,Usado,,,,Trasera,nan,2488.0,Nissan,4.0,nan,Gasolina,32000.0,NP300,Manual,2.4 Doble Cabina Se Aa Pack Seg Mt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,309900.0
MLM808311018,used,Estado De México,Ecatepec de Morelos,Usado,,,,nan,nan,,MW,nan,nan,Magna,,CPQD25N,Automática,nan,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,310000.0
MLM807087171,not_specified,Yucatán,Mérida,,,,,nan,nan,,Gehl,nan,nan,nan,,1448,nan,nan,2004.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,320000.0
MLM789150634,new,Guanajuato,San Jose Iturbide,Nuevo,,,,nan,nan,,Kenworth,nan,nan,nan,0.0,T370,Manual,nan,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,320000.0
MLM809445078,used,Estado De México,Metepec,Usado,4329.0,5.0,177.0,Trasera,Sí,1598.0,BMW,5.0,1.6,Gasolina,38000.0,Serie 1,Automática,1.6 5p 120ia Sport Line At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,337000.0
MLM814455560,used,Distrito Federal,Azcapotzalco,Usado,4652.0,5.0,115.0,Delantera,nan,2000.0,Volkswagen,4.0,2.0,Gasolina,78000.0,Jetta Clásico,Manual,2.0 Gl Aa Mt,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,84500.0
MLM813905426,used,Estado De México,Tlalnepantla de Baz,Usado,,4.0,,Trasera,Sí,2400.0,Chrysler,4.0,2.4,Gasolina,74000.0,200,Automática,2.4 Limited L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,198800.0
MLM813873000,used,Estado De México,Cuautitlán Izcalli,Usado,,,,nan,Sí,,Mazda,5.0,nan,Gasolina,6500.0,CX-5,Automática,Signature,2019.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,430000.0
MLM813044240,used,Estado De México,Naucalpan,Usado,,,,Delantera,Sí,2500.0,Mazda,4.0,2.5,Gasolina,65000.0,Mazda 3,Automática,2.5 Sedan S Grand Touring L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,189500.0
MLM812581337,used,Distrito Federal,Alvaro Obregón,Usado,,,,nan,nan,,Ford,4.0,nan,Gasolina,170000.0,Grand Marquis,nan,V8 4.6 Digital,1998.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,75000.0
MLM812472320,used,Estado De México,Acambay,Usado,4241.0,5.0,190.0,Delantera,Sí,1984.0,Audi,5.0,2.0,Gasolina,13002.0,A3,Automática,2.0 L S-line At Dsg,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,430002.0
MLM811933585,used,Estado De México,Huixquilucan,Usado,,,,Delantera,nan,,BMW,5.0,nan,Gasolina,10000.0,X3,Automática secuencial,M40i,2019.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,855300.0
MLM808647602,used,Distrito Federal,Benito Juárez,Usado,,,,Delantera,Sí,,Mazda,4.0,nan,Gasolina,68089.0,Mazda 3,Automática,2.0 I Touring Sedan At,2015.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,179000.0
MLM808605069,used,Tabasco,Villahermosa,Usado,,,,Delantera,Sí,1800.0,Nissan,4.0,1.8,Gasolina,71000.0,Sentra,Automática,1.8 Advance L4 Cvt,2013.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,125000.0
MLM808577869,used,Querétaro,Querétaro,Usado,,4.0,197.0,Trasera,Sí,2500.0,Chevrolet,4.0,2.5,Gasolina,75000.0,Malibu,Automática,2.5 Malibu - Ltz L4 At,2015.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,225000.0
MLM806022125,used,Baja California,Tijuana,Usado,4648.0,5.0,184.0,4x4,Sí,1997.0,BMW,5.0,2.0,Gasolina,100317.0,X3,Automática,2.0 Sdrive20ia At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,395000.0
MLM806935064,used,Distrito Federal,Tlalpan,Usado,,,,Delantera,nan,3500.0,Nissan,5.0,nan,Gasolina,58000.0,Murano,Manual,3.5 Exclusive Awd Mt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM802018350,used,Morelos,Cuernavaca,Usado,,,,4x4,nan,2979.0,BMW,5.0,nan,Gasolina,20.0,X2,Automática,2.0 Sdrive20ia M Sport,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,665033.0
MLM800715996,new,Estado De México,Tlalnepantla de Baz,Nuevo,,,,nan,nan,,Volkswagen,4.0,nan,Diésel,0.0,Amarok,nan,Highline 2.0T,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,686177.0
MLM800511983,used,Estado De México,Huixquilucan,Usado,5089.0,5.0,333.0,4x4,Sí,3000.0,Audi,5.0,3.0,Gasolina,61000.0,Q7,Automática,3.0 T S Line Tipt Quattro 333hp At,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,379000.0
MLM800351807,used,Guanajuato,León,Usado,,,,Delantera,nan,,Kia,4.0,nan,Gasolina,54000.0,Forte,Manual,"4 pts. EX, TM6, A/AC., BL, cámara reversa 7, f. niebla, RA-16",2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM798322812,used,Morelos,Cuernavaca,Usado,,,,Trasera,nan,,BMW,4.0,nan,Gasolina,21678.0,Serie 3,Automática,4p 330iA Sport Line,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,660000.0
MLM812441929,used,Querétaro,Querétaro,Usado,,,,nan,nan,,Chevrolet,2.0,nan,Gasolina,108000.0,Corvette,nan,Coupe,1991.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM793030036,used,Distrito Federal,Gustavo A. Madero,Usado,,,,Delantera,nan,1400.0,Fiat,5.0,nan,Gasolina,73000.0,Uno,Manual,1.4 Attractive Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109500.0
MLM788937945,used,Distrito Federal,Coyoacán,Usado,4886.0,5.0,306.0,4x4,Sí,2979.0,BMW,5.0,3.0,Gasolina,23000.0,X5,Automática,3.0 Xdrive35ia Excellence At,2018.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,735100.0
MLM785919351,used,Aguascalientes,Aguascalientes,Usado,,,,Delantera,nan,2000.0,SEAT,2.0,nan,Gasolina,72000.0,Ibiza,Manual,2.0 Style Plus Mt Coupe,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,127500.0
MLM780956543,used,Distrito Federal,Azcapotzalco,Usado,,,,4x4,Sí,,Ford,2.0,nan,Gasolina,92956.0,F-150,Automática,2p XL Cab. Regular 4x4 V6/3.5 Aut,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,358000.0
MLM804206032,used,Querétaro,San Juan Del Río,Usado,,,,4x2,nan,,Ford,nan,nan,nan,123456.0,F-350,Manual,nan,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,39000.0
MLM761399201,used,Coahuila,Torreón,Usado,4575.0,5.0,,4x4,Sí,2400.0,Honda,5.0,2.4,Gasolina,62000.0,CR-V,Manual,2.4 I-style Mt,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,260000.0
MLM783227599,used,Puebla,Puebla,Usado,,,,nan,nan,,Baic,4.0,nan,Gasolina,29731.0,X35,nan,FASHION,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,223000.0
MLM807717703,used,Estado De México,Tlalnepantla de Baz,Usado,,,,Delantera,nan,2488.0,Mazda,4.0,nan,Gasolina,15300.0,Mazda 3,Automática,2.5 S Sedan At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,278900.0
MLM787089675,not_specified,Distrito Federal,Iztapalapa,,,,,nan,nan,,Atlas Copco,nan,nan,nan,,nan,nan,nan,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,175000.0
MLM787141704,used,Morelos,Cuernavaca,Usado,,,,Trasera,nan,2393.0,Suzuki,5.0,nan,Gasolina,11099.0,Grand Vitara,Automática,2.4 Gls At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,338000.0
MLM805464382,used,Estado De México,Toluca,,,,,nan,nan,,Gami,nan,nan,nan,,nan,nan,nan,2006.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,76000.0
MLM793063899,not_specified,Distrito Federal,Iztapalapa,,,,,nan,nan,,FASSI,nan,nan,nan,,F240,nan,nan,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,7500.0
MLM805871076,used,Estado De México,Cuautitlán,Usado,4091.0,5.0,,Delantera,Sí,1600.0,Renault,5.0,1.6,Gasolina,156656.0,Stepway,Manual,1.6 Dynamique Mt,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,80000.0
MLM797799091,used,Puebla,Puebla,Usado,,,,nan,Sí,,Dodge,2.0,nan,Gasolina,9000.0,Challenger,nan,TA Edición Especial,2018.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,759000.0
MLM794984302,used,Distrito Federal,Alvaro Obregón,Usado,4590.0,5.0,,Delantera,Sí,2000.0,Mazda,4.0,2.0,Gasolina,105000.0,Mazda 3,Automática,2.0 I Touring Sedan At,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,105000.0
MLM785327535,used,Aguascalientes,Aguascalientes,Usado,,,,Delantera,Sí,,Volkswagen,4.0,2.0,Diésel,11165.0,Golf,Manual,VARIANT SEL,2016.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,295000.0
MLM800320136,used,Querétaro,Querétaro,Usado,4249.0,4.0,105.0,Delantera,Sí,1498.0,Ford,4.0,1.5,Gasolina,40000.0,Figo,Manual,1.5 Energy Sedan Mt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,145000.0
MLM807299550,used,Distrito Federal,Tlalpan,Usado,,,,4x4,nan,2967.0,Volkswagen,5.0,nan,Diésel,84000.0,Touareg,Automática,3.0 V6 Tdi At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,435000.0
MLM792166917,used,Jalisco,Guadalajara,Usado,,,,nan,nan,,Hyundai,4.0,nan,Gasolina,16000.0,Santa Fe,Automática,SPORT LIMITED,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,589000.0
MLM814031842,used,Distrito Federal,Coyoacán,Usado,4695.0,5.0,279.0,4x4,Sí,3471.0,Acura,5.0,3.5,Gasolina,42000.0,RDX,Automática,3.5 L At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,410000.0
MLM812039672,used,Puebla,Puebla,Usado,,,,Delantera,Sí,,Audi,4.0,nan,Gasolina,39800.0,A3,Manual,2.0 Sedán L Dynamic At Dsg,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,310000.0
MLM791475638,used,Distrito Federal,Tlalpan,Usado,,,,nan,nan,,Mercedes-Benz,4.0,nan,Diésel,200000.0,Sprinter 416 doble,nan,Sprinter 416,2006.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169000.0
MLM800002194,used,Distrito Federal,Benito Juárez,Usado,,,,nan,nan,900.0,Ducati,nan,4 tiempos,Gasolina,5054.0,Hypermotard 939 SP Special,nan,nan,2018.0,Sí,Ducati,Deportivas,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,229000.0
MLM769851351,used,Morelos,Cuernavaca,Usado,4515.0,2.0,105.0,Delantera,Sí,1800.0,Chevrolet,2.0,1.8,Gasolina,7000.0,Tornado,Manual,1.8 Ls Ac Mt,2018.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,285000.0
MLM794639738,not_specified,Distrito Federal,Iztapalapa,,,,,nan,nan,,SANDBLASTER,nan,nan,nan,,EQ-PROTEC-SB,nan,nan,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,9950.0
MLM796161360,new,Sinaloa,Mazatlán,Nuevo,,,,4x4,nan,3600.0,Jeep,5.0,nan,Gasolina,0.0,Gladiator,Automática,3.6 Overland At,2020.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,1365900.0
MLM797904110,used,Michoacán,Lázaro Cárdenas,Usado,,,,nan,nan,1450.0,Harley-Davidson,nan,nan,nan,43000.0,Dyna Super Glide,nan,nan,1986.0,nan,nan,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,68000.0
MLM787206363,used,Distrito Federal,Alvaro Obregón,Usado,,,,Delantera,nan,1560.0,Peugeot,4.0,nan,Diésel,158300.0,301,Manual,1.6 Active Hdi Diesel Mt,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,118000.0
MLM814778442,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Nissan,4.0,nan,Gasolina,35863.0,Versa,Automática,1.6 Sense At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM814765554,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Nissan,4.0,nan,Gasolina,41826.0,Versa,Automática,1.6 Sense At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,169000.0
MLM814753773,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Nissan,4.0,nan,Gasolina,39375.0,Sentra,Automática,1.8 Advance Cvt,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,249000.0
MLM811827013,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Ford,5.0,nan,Gasolina,79103.0,Escape,Automática,5p S Plus L4/2.5 Aut,2015.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,209000.0
MLM811821887,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Volkswagen,5.0,nan,Gasolina,37457.0,Polo GTI,Automática,1.6 Startline Tiptronic At,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM811824580,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Volkswagen,4.0,nan,Gasolina,130409.0,Jetta,Automática,2.0 Europa Aa At,2010.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,109000.0
MLM811824476,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,61180.0,Traverse,Automática,3.6 Traverse - Lt V6 7/pas At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289000.0
MLM811824461,used,Nuevo León,Monterrey,Usado,,,,4x4,Sí,,Audi,5.0,nan,Gasolina,96446.0,Q5,Automática,2.0 T Fsi Elite At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,249000.0
MLM811826700,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Jeep,4.0,nan,Gasolina,43121.0,Renegade,Automática,1.8 Litude 4x2 At,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,319000.0
MLM811824427,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Mazda,4.0,nan,Gasolina,103638.0,Mazda 6,Automática,3.7 S Grand Touring Qc 6 Cds At,2012.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,149000.0
MLM811821582,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Ford,4.0,nan,Gasolina,52611.0,Fusion,Automática,2.5 S At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM811826592,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Toyota,5.0,nan,Gasolina,89259.0,Sienna,Automática,3.5 Xle V6 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,369000.0
MLM811821519,used,Nuevo León,Monterrey,Usado,,,,Trasera,Sí,,Jeep,5.0,nan,Gasolina,68344.0,Grand Cherokee,Automática,5.7 Limited Premium V8 Navegación 4x2 Mt,2011.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM811678890,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chrysler,4.0,nan,Gasolina,76185.0,200,Automática,2.4 Limited L4 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,209000.0
MLM811678891,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,25142.0,Traverse,Automática,5p LT V6/3.6 Aut 8/Pas,2019.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,659000.0
MLM811678887,used,Nuevo León,Monterrey,Usado,,,,4x4,Sí,,Audi,5.0,nan,Gasolina,67971.0,Q3,Automática,2.0 Elite 220hp Dsg,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,439000.0
MLM811675579,used,Nuevo León,Monterrey,Usado,,,,Trasera,Sí,,Toyota,5.0,nan,Gasolina,71352.0,Sequoia,Automática,5.7 Limited V8 At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,429000.0
MLM811673949,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,4.0,nan,Gasolina,60421.0,Aveo,Manual,1.6 Ls Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,129000.0
MLM811678882,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Dodge,5.0,nan,Gasolina,64634.0,Durango,Automática,5.7 V8 R/t At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,559000.0
MLM811675577,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,4.0,nan,Gasolina,60722.0,Cruze,Automática,1.4 Ls At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,199000.0
MLM811673945,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Nissan,5.0,nan,Gasolina,13032.0,Pathfinder,Automática,3.5 Advance Cvt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,549000.0
MLM811673947,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Ford,4.0,nan,Gasolina,59216.0,Fusion,Automática,2.5 S At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,239000.0
MLM811673941,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,60754.0,Traverse,Automática,3.6 Traverse - Lt V6 7/pas At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289000.0
MLM811675571,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Nissan,5.0,nan,Gasolina,78784.0,X-Trail,Automática,2.5 Exclusive 2 Row Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,299000.0
MLM811673942,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Chevrolet,5.0,nan,Gasolina,62717.0,Traverse,Automática,3.6 Traverse - Lt V6 7/pas At,2015.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,289000.0
MLM811675570,used,Nuevo León,Monterrey,Usado,,,,Delantera,Sí,,Dodge,4.0,nan,Gasolina,60520.0,Neon,Automática,4p SXT AT,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,195000.0
MLM803793875,used,Morelos,Cuernavaca,Usado,,5.0,172.0,4x4,Sí,2400.0,Jeep,5.0,2.4,Gasolina,58542.0,Patriot,Automática,2.4 Limited Qc Cvt,2014.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,210000.0
MLM796544523,used,Querétaro,Corregidora,Usado,4455.0,4.0,118.0,Delantera,Sí,1497.0,Honda,4.0,1.5,Gasolina,63000.0,City,Automática,1.5 Ex At Cvt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,193000.0
MLM780165455,new,Distrito Federal,Miguel Hidalgo,Nuevo,,,,nan,nan,200.0,Vento,nan,4 tiempos,Gasolina,0.0,THRILLER VENTO,nan,nan,2020.0,Sí,VENTO,Chopper,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,27999.0
MLM806388102,new,Distrito Federal,Benito Juárez,Nuevo,4560.0,4.0,147.0,Delantera,Sí,1999.0,Kia,4.0,2.0,Gasolina,0.0,Forte,Automática,2.0 L At,2020.0,No,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,285900.0
MLM804565971,used,Estado De México,Atizapán De Zaragoza,Usado,,4.0,,4x4,Sí,6200.0,Hummer,4.0,6.2,Gasolina,86000.0,H2,Automática,6.2 Ee Qc Piel Vud Luxury 4x4 At,2005.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,430000.0
MLM806914071,used,Distrito Federal,Iztapalapa,Usado,,,,4x4,nan,2995.0,Volkswagen,5.0,nan,Gasolina,28000.0,Touareg,Automática,3.0 V6 Fsi Hybrid At,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,568900.0
MLM812998991,used,Distrito Federal,Miguel Hidalgo,Usado,7340.0,,163.0,Trasera,nan,1968.0,Volkswagen,3.0,2.0,Diésel,47358.0,Crafter,Manual,2.0 Pasajeros 3.88 Ton Lwb Caja Extendida Mt,2017.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,700000.0
MLM812581923,used,Distrito Federal,Cuauhtémoc,Usado,4636.0,5.0,129.0,Delantera,Sí,1798.0,Nissan,4.0,1.8,Gasolina,18348.0,Sentra,Automática,1.8 Advance Cvt,2018.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,215000.0
MLM812433915,used,Jalisco,Guadalajara,Usado,4555.0,5.0,153.0,Delantera,Sí,1998.0,Mazda,5.0,2.0,Gasolina,52700.0,CX-5,Automática,2.0 L I Grand Touring At,2016.0,nan,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,279000.0
MLM812296387,used,Distrito Federal,Coyoacán,Usado,4868.0,5.0,280.0,4x4,Sí,3600.0,Volkswagen,4.0,3.6,Gasolina,57000.0,Passat,Automática,3.6 Vr6 At,2013.0,Sí,nan,nan,nan,,,nan,nan,,nan,,nan,nan,nan,nan,nan,182900.0
